Date/Time,Type,Mode_of_Communication,Patron type,Details,Location
9/1/15 15:51,Directional,In Person,Undergrad,Printing,San Francisco
9/1/15 15:52,Directional,In Person,Faculty,Printing,San Francisco
9/1/15 15:54,Reference,Email,Craig Rosenthal,Archives Consultation,Oakland
9/1/15 15:56,Reference,Phone,Craig Rosenthal,Archives Consultation,Oakland
9/1/15 16:35,Directional,In Person,Grad Student,,Oakland
9/1/15 16:42,Directional,In Person,Undergrad,,San Francisco
9/1/15 16:47,Technical/Computing,In Person,Faculty,,Oakland
9/1/15 16:52,Service,In Person,Undergrad,Materials Library,Oakland
9/1/15 16:52,Service,In Person,Undergrad,Materials Library,Oakland
8/31/15 17:30,Reference,In Person,Grad Student,,San Francisco
9/1/15 17:18,Reference,Email,Faculty,,Oakland
9/1/15 17:43,Service,In Person,Faculty,,Oakland
9/1/15 17:43,Service,In Person,Faculty,,Oakland
9/1/15 17:43,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/1/15 17:44,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/1/15 17:44,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/1/15 17:51,Reference,In Person,Undergrad,,San Francisco
9/1/15 17:54,Service,In Person,Undergrad,,San Francisco
9/1/15 18:17,Service,In Person,Undergrad,,Oakland
9/1/15 18:29,Reference,In Person,,,San Francisco
9/1/15 19:17,Directional,In Person,Undergrad,,Oakland
9/1/15 19:19,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/1/15 19:19,Service,In Person,Undergrad,,Oakland
9/1/15 19:26,Service,Phone,Undergrad,,Oakland
9/1/15 20:12,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/1/15 20:35,Service,In Person,Undergrad,,Oakland
9/1/15 20:35,Service,In Person,Undergrad,,Oakland
9/1/15 20:36,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/1/15 21:39,Service,In Person,Undergrad,,Oakland
9/1/15 21:54,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/1/15 21:55,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/2/15 9:30,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/2/15 9:30,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/2/15 9:37,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/2/15 9:38,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/2/15 9:39,Service,In Person,Undergrad,,Oakland
9/2/15 9:40,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/2/15 9:54,Service,Email,Faculty,VAULT,Online
9/2/15 11:39,Reference,In Person,Faculty,,Oakland
9/2/15 11:44,Service,In Person,Undergrad,,Oakland
9/2/15 11:47,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/2/15 11:54,Directional,In Person,Undergrad,,Oakland
9/2/15 11:55,Directional,In Person,Undergrad,,Oakland
9/2/15 12:52,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/2/15 13:04,Reference,In Person,Grad Student,,San Francisco
9/2/15 13:22,Directional,In Person,Undergrad,,Oakland
9/2/15 13:26,Reference,In Person,Undergrad,,San Francisco
9/2/15 14:26,Reference,Email,Undergrad,,Online
9/2/15 14:26,Service,Email,Staff,,Online
9/2/15 14:39,Technical/Computing,In Person,Faculty,,Oakland
9/2/15 15:22,Directional,In Person,Undergrad,,San Francisco
9/2/15 16:37,Reference,In Person,Undergrad,,San Francisco
9/2/15 17:12,Service,Email,Faculty,VAULT,Online
9/2/15 17:46,Directional,In Person,Undergrad,,San Francisco
9/2/15 17:57,Service,In Person,Undergrad,,San Francisco
9/2/15 17:57,Directional,In Person,Undergrad,,San Francisco
9/2/15 18:02,Directional,In Person,Grad Student,,San Francisco
9/2/15 18:02,Directional,In Person,Undergrad,,San Francisco
9/2/15 18:03,Directional,In Person,Undergrad,,San Francisco
9/2/15 18:03,Directional,In Person,Grad Student,Printing,San Francisco
9/2/15 18:03,Directional,In Person,Undergrad,,San Francisco
9/2/15 18:04,Technical/Computing,In Person,Undergrad,,San Francisco
9/2/15 18:04,Technical/Computing,In Person,Faculty,,San Francisco
9/2/15 18:43,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/2/15 19:18,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/2/15 19:18,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/2/15 19:19,Directional,In Person,Undergrad,,Oakland
9/2/15 19:26,Service,In Person,Faculty,,Oakland
9/2/15 19:26,Service,In Person,Undergrad,,Oakland
9/2/15 19:30,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/2/15 19:40,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/2/15 19:40,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/2/15 19:40,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/2/15 20:00,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/2/15 22:00,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/3/15 8:20,Service,In Person,Undergrad,Printing,Oakland
9/3/15 8:29,Reference,Email,Faculty,,Online
9/3/15 8:43,Technical/Computing,In Person,Faculty,Printing,Oakland
9/3/15 8:44,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/3/15 8:45,Service,In Person,Alumni,Printing,Oakland
9/3/15 8:53,Service,In Person,Undergrad,Printing,Oakland
9/3/15 9:15,Technical/Computing,In Person,,Printing,San Francisco
9/3/15 9:16,Directional,In Person,Faculty,,San Francisco
9/3/15 11:17,Directional,Phone,Undergrad,,San Francisco
9/3/15 11:18,Directional,In Person,Undergrad,,San Francisco
9/3/15 11:47,Service,In Person,Undergrad,,Oakland
9/3/15 11:51,Technical/Computing,In Person,,,Oakland
9/3/15 11:51,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/3/15 12:01,Directional,In Person,Undergrad,,Oakland
9/3/15 12:03,Reference,In Person,Undergrad,,San Francisco
9/3/15 12:22,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/3/15 12:45,Technical/Computing,Email,Faculty,VAULT,Online
9/3/15 12:54,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/3/15 13:35,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/3/15 14:14,Reference,In Person,Undergrad,Materials Library,San Francisco
9/3/15 14:23,Reference,In Person,Undergrad,Materials Library,San Francisco
9/3/15 14:45,Technical/Computing,In Person,,,Oakland
9/3/15 14:58,Reference,In Person,Undergrad,,San Francisco
9/3/15 15:54,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/3/15 15:56,Directional,In Person,Faculty,Materials Library,San Francisco
9/3/15 16:15,Service,Email,Faculty,VAULT,Online
9/3/15 18:27,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/3/15 18:29,Service,In Person,Grad Student,,San Francisco
9/3/15 18:31,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/3/15 18:31,Directional,In Person,Undergrad,,San Francisco
9/3/15 18:31,Reference,In Person,Undergrad,,San Francisco
9/3/15 18:33,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/3/15 18:33,Technical/Computing,In Person,Grad Student,Printing,San Francisco
9/3/15 21:37,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/4/15 8:07,Service,Email,Faculty,,San Francisco
9/4/15 8:15,Service,Email,Undergrad,,Online
9/4/15 9:16,Technical/Computing,In Person,Grad Student,,San Francisco
9/4/15 9:28,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/4/15 9:28,Service,In Person,Undergrad,,San Francisco
9/4/15 9:28,Directional,In Person,Undergrad,,San Francisco
9/4/15 9:49,Reference,In Person,Grad Student,,Oakland
9/4/15 9:49,Directional,In Person,Undergrad,,Oakland
9/4/15 9:52,Directional,In Person,Undergrad,,Oakland
9/4/15 9:52,Directional,In Person,Undergrad,,Oakland
9/4/15 9:52,Directional,In Person,Undergrad,,Oakland
9/4/15 9:56,Directional,In Person,Undergrad,,Oakland
9/4/15 9:57,Directional,Phone,Undergrad,,San Francisco
9/4/15 10:02,Technical/Computing,In Person,Undergrad,,Oakland
9/4/15 10:18,Service,Email,Faculty,VAULT,Online
9/4/15 10:19,Service,Email,Faculty,VAULT,Online
9/4/15 10:39,Service,In Person,,,San Francisco
9/4/15 10:45,Service,Email,Faculty,VAULT,Online
9/4/15 11:06,Technical/Computing,In Person,,,San Francisco
9/4/15 11:18,Service,In Person,Undergrad,,San Francisco
9/4/15 11:32,Directional,In Person,,,Oakland
9/4/15 11:44,Service,Email,Faculty,VAULT,Online
9/4/15 11:51,Service,In Person,Faculty,,Oakland
9/4/15 12:32,Directional,In Person,Undergrad,,San Francisco
9/4/15 12:33,Service,In Person,Grad Student,,San Francisco
9/4/15 12:59,Directional,In Person,Undergrad,,San Francisco
9/4/15 13:40,Service,Email,Faculty,VAULT,Online
9/4/15 13:55,Directional,In Person,Grad Student,,San Francisco
9/4/15 13:55,Directional,In Person,Grad Student,,San Francisco
9/4/15 14:09,Directional,In Person,Undergrad,,San Francisco
9/4/15 15:34,Directional,In Person,Undergrad,,Oakland
9/4/15 15:36,Directional,In Person,Undergrad,,San Francisco
9/4/15 15:39,Service,In Person,Undergrad,,San Francisco
9/4/15 15:40,Service,In Person,Undergrad,,San Francisco
9/4/15 15:56,Service,In Person,Undergrad,,San Francisco
9/4/15 16:27,Service,In Person,Undergrad,,Oakland
9/4/15 16:46,Technical/Computing,In Person,,Printing,Oakland
9/4/15 17:11,Service,In Person,Undergrad,Printing,San Francisco
9/4/15 17:11,Technical/Computing,In Person,Undergrad,,San Francisco
9/5/15 10:44,Service,Email,Faculty,VAULT,Online
9/5/15 10:49,Service,Email,Faculty,VAULT,Online
9/6/15 22:19,Service,Email,Faculty,VAULT,Online
9/6/15 22:20,Service,Email,Faculty,VAULT,Online
9/8/15 8:12,Directional,In Person,,,Oakland
9/8/15 8:29,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/8/15 9:02,Directional,In Person,,Printing,Oakland
9/8/15 9:02,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/8/15 9:28,Reference,In Person,Undergrad,,Oakland
9/8/15 9:29,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/8/15 9:10,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/8/15 11:12,Directional,In Person,,,Oakland
9/8/15 11:18,Reference,In Person,,,Oakland
9/8/15 11:20,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/8/15 11:20,Reference,In Person,Undergrad,,Oakland
9/8/15 11:22,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/8/15 11:23,Directional,In Person,Undergrad,,Oakland
9/8/15 11:24,Technical/Computing,In Person,Undergrad,,Oakland
9/8/15 11:24,Service,In Person,Undergrad,,San Francisco
9/8/15 11:25,Service,In Person,Undergrad,,San Francisco
9/8/15 11:30,Directional,In Person,Undergrad,,San Francisco
9/8/15 11:35,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/8/15 11:36,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/8/15 11:42,Directional,In Person,Undergrad,,Oakland
9/8/15 11:30,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/8/15 11:43,Technical/Computing,In Person,,,Oakland
9/8/15 11:31,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/8/15 11:44,Service,In Person,Faculty,Printing,San Francisco
9/8/15 11:44,Reference,In Person,,,Oakland
9/8/15 11:32,Technical/Computing,In Person,Faculty,Printing,Oakland
9/8/15 11:44,Reference,Phone,,,Oakland
9/8/15 11:44,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/8/15 11:58,Technical/Computing,In Person,,Printing,Oakland
9/8/15 11:59,Reference,In Person,Undergrad,,San Francisco
9/8/15 12:15,Technical/Computing,In Person,Faculty,,San Francisco
9/8/15 12:16,Technical/Computing,Phone,Faculty,Printing,San Francisco
9/8/15 12:26,Directional,In Person,Grad Student,,San Francisco
9/8/15 12:35,Technical/Computing,In Person,,,San Francisco
9/8/15 12:42,Directional,In Person,Undergrad,,Oakland
9/8/15 13:02,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/8/15 13:12,Technical/Computing,In Person,,Printing,Oakland
9/8/15 13:29,Service,Phone,public,Materials Library,San Francisco
9/8/15 14:15,Service,In Person,Undergrad,,Oakland
9/8/15 14:50,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/8/15 15:00,Directional,In Person,,,Oakland
9/8/15 15:12,Directional,In Person,Undergrad,,San Francisco
9/8/15 15:12,Directional,In Person,Undergrad,,San Francisco
9/8/15 15:27,Reference,In Person,Undergrad,,San Francisco
9/8/15 15:27,Reference,In Person,Undergrad,,San Francisco
9/8/15 15:28,Directional,In Person,Grad Student,,San Francisco
9/8/15 15:28,Service,In Person,Faculty,,San Francisco
9/8/15 16:02,Directional,In Person,Undergrad,Printing,San Francisco
9/4/15 9:00,Reference,Email,Grad Student,,Online
9/8/15 16:39,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/8/15 17:47,Directional,In Person,Undergrad,,San Francisco
9/8/15 18:04,Service,In Person,Faculty,,Oakland
9/8/15 18:15,Technical/Computing,In Person,,Printing,San Francisco
9/8/15 18:32,Directional,In Person,Undergrad,,San Francisco
9/8/15 18:43,Directional,In Person,Undergrad,,Oakland
9/9/15 8:33,Technical/Computing,In Person,Faculty,Printing,Oakland
9/9/15 9:43,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/9/15 10:11,Service,Email,Faculty,VAULT,Online
9/9/15 10:45,Directional,In Person,Undergrad,,San Francisco
9/9/15 10:45,Directional,In Person,Faculty,,San Francisco
9/9/15 10:46,Technical/Computing,In Person,,Printing,Oakland
9/9/15 10:47,Directional,In Person,Undergrad,,Oakland
9/9/15 10:54,Reference,In Person,Undergrad,,San Francisco
9/9/15 10:55,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/9/15 10:55,Service,Email,Faculty,VAULT,Online
9/9/15 10:59,Technical/Computing,In Person,,,San Francisco
9/9/15 11:09,Directional,In Person,Undergrad,,San Francisco
9/9/15 11:17,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/9/15 11:24,Directional,In Person,Grad Student,Printing,San Francisco
9/9/15 12:12,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/9/15 13:11,Reference,In Person,Undergrad,,Oakland
9/9/15 13:15,Reference,In Person,Undergrad,,Oakland
9/9/15 13:23,Directional,In Person,Faculty,,Oakland
9/9/15 13:46,Reference,In Person,Undergrad,Materials Library,San Francisco
9/9/15 13:51,Directional,In Person,Undergrad,Materials Library,San Francisco
9/9/15 13:57,Directional,In Person,Undergrad,,Oakland
9/9/15 14:01,Reference,In Person,Undergrad,,Oakland
9/9/15 14:02,Service,In Person,Undergrad,,Oakland
9/9/15 14:07,Directional,In Person,Undergrad,,San Francisco
9/9/15 14:07,Service,In Person,Undergrad,,San Francisco
9/9/15 14:34,Service,In Person,Undergrad,,San Francisco
9/9/15 14:40,Reference,In Person,public,Materials Library,San Francisco
9/9/15 14:55,Reference,In Person,Undergrad,,San Francisco
9/9/15 15:11,Service,In Person,Faculty,Printing,San Francisco
9/9/15 15:25,Service,Phone,Faculty,VAULT,Oakland
9/9/15 15:27,Directional,In Person,Undergrad,,Oakland
9/9/15 15:28,Service,Email,Faculty,VAULT,Online
9/9/15 15:29,Service,In Person,Undergrad,,San Francisco
9/9/15 15:53,Reference,In Person,Undergrad,Materials Library,San Francisco
9/9/15 16:02,Directional,In Person,Undergrad,Materials Library,San Francisco
9/9/15 16:04,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/9/15 17:01,Directional,In Person,Undergrad,,San Francisco
9/9/15 17:21,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/9/15 18:45,Service,In Person,Undergrad,,San Francisco
9/9/15 19:16,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/9/15 19:16,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/9/15 22:39,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/10/15 9:33,Directional,In Person,Undergrad,,San Francisco
9/10/15 9:42,Service,Email,Faculty,VAULT,Online
9/10/15 10:46,Directional,In Person,Faculty,,San Francisco
9/10/15 11:02,Directional,In Person,Undergrad,,Oakland
9/10/15 11:06,Directional,Phone,Undergrad,,San Francisco
9/10/15 11:13,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/10/15 11:32,Service,Email,Faculty,VAULT,Online
9/10/15 11:40,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/10/15 12:30,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/10/15 13:01,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/10/15 13:27,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/10/15 13:34,Directional,In Person,Undergrad,,Oakland
9/10/15 13:36,Service,In Person,Grad Student,,San Francisco
9/10/15 13:46,Service,Email,Faculty,VAULT,Online
9/10/15 14:03,Reference,In Person,Faculty,VAULT,San Francisco
9/10/15 14:38,Service,In Person,Grad Student,,San Francisco
9/10/15 15:07,Directional,In Person,Undergrad,,San Francisco
9/10/15 15:19,Service,Phone,Faculty,VAULT,Oakland
9/10/15 15:19,Directional,In Person,Undergrad,,San Francisco
9/10/15 15:29,Reference,In Person,Undergrad,,San Francisco
9/10/15 16:18,Directional,In Person,Grad Student,,San Francisco
9/10/15 16:41,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/10/15 16:46,Service,In Person,Undergrad,,Oakland
9/10/15 17:29,Service,In Person,Undergrad,,San Francisco
9/10/15 17:32,Service,In Person,Undergrad,,San Francisco
9/10/15 17:40,Service,In Person,Undergrad,,San Francisco
9/10/15 17:41,Directional,In Person,Grad Student,,San Francisco
9/10/15 17:41,Directional,In Person,Undergrad,Printing,San Francisco
9/10/15 17:50,Reference,In Person,Undergrad,,Oakland
9/10/15 18:29,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/10/15 18:29,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/10/15 18:30,Directional,In Person,Undergrad,,San Francisco
9/10/15 18:30,Service,In Person,Undergrad,,San Francisco
9/11/15 8:55,Service,In Person,Faculty,,Oakland
9/11/15 9:03,Directional,In Person,Grad Student,,San Francisco
9/11/15 9:56,Directional,In Person,Grad Student,,San Francisco
9/11/15 10:03,Directional,In Person,Faculty,,San Francisco
9/11/15 12:07,Directional,In Person,Undergrad,,Oakland
9/11/15 12:36,Technical/Computing,In Person,Undergrad,,Oakland
9/11/15 13:39,Technical/Computing,In Person,,,Oakland
9/11/15 13:50,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/11/15 14:00,Service,Phone,Undergrad,,San Francisco
9/11/15 14:57,Service,Phone,Staff,,San Francisco
9/11/15 15:10,Reference,In Person,Undergrad,,San Francisco
9/11/15 15:29,Service,In Person,Undergrad,Printing,San Francisco
9/11/15 16:37,Directional,In Person,Undergrad,,Oakland
9/11/15 16:37,Service,In Person,Undergrad,,San Francisco
9/11/15 16:38,Directional,In Person,Undergrad,Printing,San Francisco
9/11/15 16:39,Directional,In Person,Undergrad,,San Francisco
9/11/15 16:39,Directional,In Person,Undergrad,,San Francisco
9/11/15 16:40,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/11/15 16:40,Directional,In Person,Grad Student,Printing,San Francisco
9/11/15 16:41,Directional,In Person,Undergrad,Printing,San Francisco
9/11/15 16:41,Service,In Person,Undergrad,,San Francisco
9/11/15 17:44,Reference,In Person,Undergrad,,San Francisco
9/11/15 20:32,Service,Email,Faculty,VAULT,Online
9/11/15 20:35,Service,Email,Faculty,VAULT,Online
9/11/15 20:42,Service,Email,Faculty,VAULT,Online
9/11/15 21:09,Service,Email,Faculty,VAULT,Online
9/12/15 15:18,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/12/15 15:19,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/12/15 17:08,Reference,In Person,Grad Student,Printing,San Francisco
9/12/15 17:09,Technical/Computing,In Person,Grad Student,Printing,San Francisco
9/13/15 14:21,Service,In Person,Undergrad,,San Francisco
9/13/15 14:21,Service,In Person,Undergrad,,San Francisco
9/13/15 14:21,Service,In Person,Grad Student,,San Francisco
9/13/15 14:31,Reference,In Person,Grad Student,,San Francisco
9/13/15 14:35,Service,In Person,Undergrad,,San Francisco
9/13/15 15:44,Service,Phone,Grad Student,,San Francisco
9/13/15 16:31,Service,In Person,Undergrad,,San Francisco
9/13/15 17:03,Service,In Person,Grad Student,,San Francisco
9/13/15 17:38,Reference,In Person,Undergrad,,San Francisco
9/13/15 19:31,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/13/15 19:31,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/13/15 19:41,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/13/15 19:45,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/13/15 21:46,Service,In Person,Undergrad,,Oakland
9/13/15 22:00,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/14/15 8:07,Technical/Computing,In Person,,,Oakland
9/14/15 8:20,Service,Email,Faculty,,Online
9/14/15 9:12,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/14/15 9:20,Service,Email,Faculty,VAULT,Online
9/14/15 9:48,Service,Email,Faculty,VAULT,Online
9/14/15 9:51,Service,Email,Faculty,VAULT,Online
9/14/15 9:57,Service,Email,Faculty,VAULT,Online
9/14/15 11:40,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/14/15 11:41,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/14/15 11:54,Technical/Computing,In Person,Undergrad,,San Francisco
9/14/15 11:54,Directional,In Person,Undergrad,,San Francisco
9/14/15 11:56,Directional,In Person,Faculty,,San Francisco
9/14/15 11:57,Directional,In Person,Undergrad,Printing,San Francisco
9/14/15 11:57,Technical/Computing,In Person,Grad Student,Printing,San Francisco
9/14/15 13:28,Directional,In Person,Grad Student,,San Francisco
9/14/15 13:43,Service,In Person,Undergrad,,San Francisco
9/14/15 14:12,Directional,In Person,Grad Student,,Oakland
9/14/15 14:43,Service,In Person,Grad Student,,San Francisco
9/14/15 14:43,Service,In Person,Undergrad,,San Francisco
9/14/15 14:52,Service,In Person,Grad Student,,San Francisco
9/14/15 15:02,Reference,In Person,Faculty,,San Francisco
9/14/15 15:48,Directional,In Person,Undergrad,,San Francisco
9/14/15 15:55,Reference,Email,Grad Student,,Online
9/14/15 16:09,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/14/15 17:07,Directional,In Person,Undergrad,,Oakland
9/14/15 17:09,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/14/15 17:32,Service,In Person,Undergrad,,San Francisco
9/14/15 19:13,Technical/Computing,In Person,Undergrad,,Oakland
9/14/15 19:13,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/14/15 19:28,Service,In Person,Undergrad,Printing,Oakland
9/14/15 19:44,Service,In Person,Grad Student,,San Francisco
9/14/15 19:44,Directional,In Person,Undergrad,,San Francisco
9/14/15 21:00,Directional,In Person,Undergrad,,Oakland
9/14/15 21:01,Service,In Person,Undergrad,,Oakland
9/15/15 8:41,Service,Email,Faculty,VAULT,Online
9/15/15 9:07,Directional,In Person,Undergrad,,San Francisco
9/15/15 10:14,Directional,In Person,,,Oakland
9/15/15 10:16,Reference,Email,"staff at Akademie der Kí_nste, Berlin",Archives Consultation,Oakland
9/15/15 10:20,Directional,In Person,Grad Student,,San Francisco
9/15/15 10:42,Service,In Person,Undergrad,,San Francisco
9/14/15 19:30,Reference,In Person,Undergrad,,San Francisco
9/15/15 11:20,Technical/Computing,In Person,,,Oakland
9/15/15 11:20,Technical/Computing,In Person,,,Oakland
9/15/15 12:06,Service,Email,Faculty,VAULT,Online
9/15/15 13:36,Technical/Computing,In Person,,,Oakland
9/15/15 13:38,Technical/Computing,In Person,Undergrad,,Oakland
9/15/15 13:42,Service,Email,Faculty,VAULT,Online
9/15/15 13:43,Service,Email,Faculty,VAULT,Online
9/15/15 13:43,Service,Email,Faculty,VAULT,Online
9/15/15 13:51,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/15/15 14:02,Technical/Computing,In Person,Undergrad,,Oakland
9/15/15 14:14,Reference,In Person,Undergrad,,Oakland
9/15/15 14:23,Directional,In Person,Undergrad,,San Francisco
9/15/15 14:52,Reference,In Person,Undergrad,,San Francisco
9/15/15 15:51,Service,In Person,Undergrad,,Oakland
9/15/15 16:21,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/15/15 16:21,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/15/15 16:25,Reference,In Person,Undergrad,Materials Library,San Francisco
9/15/15 17:00,Service,Email,Faculty,VAULT,Online
9/15/15 17:00,Service,Email,Faculty,VAULT,Online
9/15/15 17:05,Service,Email,Faculty,VAULT,Online
9/15/15 17:35,Service,Email,Faculty,VAULT,Online
9/15/15 17:36,Service,Email,Faculty,VAULT,Online
9/15/15 17:36,Service,Email,Faculty,VAULT,Online
9/15/15 17:38,Directional,In Person,Undergrad,,San Francisco
9/15/15 18:06,Service,Email,Faculty,VAULT,Online
9/15/15 18:06,Service,Email,Faculty,VAULT,Online
9/15/15 18:06,Service,Email,Faculty,VAULT,Online
9/15/15 18:07,Service,Email,Faculty,VAULT,Online
9/15/15 18:23,Service,In Person,,,San Francisco
9/15/15 18:58,Reference,In Person,Undergrad,,Oakland
9/15/15 18:59,Service,In Person,Undergrad,,Oakland
9/15/15 19:26,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/16/15 8:47,Reference,Email,Grad Student,,Online
9/16/15 9:06,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/16/15 9:09,Reference,Email,"staff at Akademie der Kí_nste, Berlin",Archives Consultation,Oakland
9/16/15 10:13,Directional,In Person,Faculty,,San Francisco
9/16/15 10:13,Directional,In Person,Undergrad,,Oakland
9/16/15 10:13,Directional,In Person,Grad Student,,Oakland
9/16/15 10:16,Reference,In Person,Grad Student,,Oakland
9/16/15 10:45,Technical/Computing,Email,Faculty,,Online
9/16/15 9:30,Reference,In Person,Undergrad,,San Francisco
9/16/15 11:45,Reference,In Person,Undergrad,,San Francisco
9/16/15 12:21,Directional,In Person,Faculty,,San Francisco
9/16/15 12:44,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/16/15 12:50,Directional,In Person,Grad Student,Materials Library,San Francisco
9/16/15 13:37,Reference,In Person,Faculty,Materials Library,San Francisco
9/16/15 14:37,Technical/Computing,In Person,Faculty,,San Francisco
9/16/15 15:02,Directional,In Person,Faculty,,San Francisco
9/16/15 15:20,Reference,Phone,Faculty,,San Francisco
9/16/15 15:38,Directional,In Person,Undergrad,,Oakland
9/16/15 15:38,Service,In Person,Undergrad,,Oakland
9/16/15 15:39,Directional,In Person,Undergrad,,San Francisco
9/16/15 15:40,Directional,In Person,Undergrad,,San Francisco
9/16/15 15:40,Directional,In Person,Undergrad,,San Francisco
9/16/15 15:40,Service,In Person,Undergrad,,San Francisco
9/16/15 15:41,Directional,In Person,Undergrad,Printing,San Francisco
9/16/15 15:47,Service,In Person,Undergrad,,San Francisco
9/16/15 15:47,Service,In Person,Undergrad,,San Francisco
9/16/15 17:14,Directional,In Person,outsider,,San Francisco
9/16/15 18:18,Service,In Person,Undergrad,Printing,San Francisco
9/16/15 18:18,Directional,In Person,Undergrad,,San Francisco
9/16/15 18:19,Directional,In Person,Faculty,,San Francisco
9/16/15 18:29,Service,In Person,Undergrad,,San Francisco
9/16/15 21:58,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/16/15 22:46,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/16/15 22:51,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/17/15 10:03,Directional,In Person,Undergrad,,San Francisco
9/17/15 10:19,Technical/Computing,In Person,Grad Student,,San Francisco
